id	HS	TR	AG
18360	1	0	0
18361	0	0	0
18362	0	0	0
18363	0	0	0
18364	0	0	0
18365	1	0	0
18366	1	0	0
18367	1	0	0
18368	0	0	0
18369	1	0	0
18370	0	0	0
18371	0	0	0
18372	0	0	0
18373	1	1	0
18374	0	0	0
18375	0	0	0
18376	0	0	0
18377	0	0	0
18378	0	0	0
18379	0	0	0
18380	1	0	0
18381	0	0	0
18382	1	0	0
18383	0	0	0
18384	0	0	0
18385	0	0	0
18386	0	0	0
18387	1	0	0
18388	1	0	0
18389	1	0	0
18390	0	0	0
18391	0	0	0
18392	1	0	0
18393	1	0	0
18394	0	0	0
18395	0	0	0
18396	0	0	0
18397	1	1	0
18398	1	0	0
18399	0	0	0
18400	0	0	0
18401	0	0	0
18402	0	0	0
18403	0	0	0
18404	1	0	0
18405	1	0	0
18406	0	0	0
18407	1	0	0
18408	0	0	0
18409	0	0	0
18410	1	0	0
18411	0	0	0
18412	0	0	0
18413	0	0	0
18414	1	0	0
18415	0	0	0
18416	0	0	0
18417	1	0	0
18418	1	0	0
18419	0	0	0
18420	1	0	0
18421	0	0	0
18422	0	0	0
18423	0	0	0
18424	0	0	0
18425	0	0	0
18426	1	0	0
18427	0	0	0
18428	1	0	0
18429	0	0	0
18430	0	0	0
18431	0	0	0
18432	0	0	0
18433	0	0	0
18434	1	0	0
18435	0	0	0
18436	1	0	0
18437	0	0	0
18438	1	0	0
18439	1	0	0
18440	0	0	0
18441	0	0	0
18442	1	0	0
18443	0	0	0
18444	1	0	0
18445	0	0	0
18446	1	0	0
18447	0	0	0
18448	0	0	0
18449	0	0	0
18450	0	0	0
18451	0	0	0
18452	0	0	0
18453	0	0	0
18454	1	0	0
18455	1	0	0
18456	0	0	0
18457	0	0	0
18458	1	0	0
18459	0	0	0
18460	1	0	0
18461	0	0	0
18462	1	0	0
18463	1	0	0
18464	0	0	0
18465	1	0	0
18466	0	0	0
18467	1	0	0
18468	1	0	0
18469	1	0	0
18470	1	0	0
18471	1	0	0
18472	1	0	0
18473	0	0	0
18474	0	0	0
18475	1	0	0
18476	0	0	0
18477	0	0	0
18478	0	0	0
18479	0	0	0
18480	1	0	0
18481	1	0	0
18482	1	0	0
18483	0	0	0
18484	0	0	0
18485	0	0	0
18486	0	0	0
18487	0	0	0
18488	0	0	0
18489	0	0	0
18490	0	0	0
18491	0	0	0
18492	0	0	0
18493	1	0	0
18494	1	0	0
18495	0	0	0
18496	0	0	0
18497	0	0	0
18498	1	0	0
18499	0	0	0
18500	0	0	0
18501	0	0	0
18502	0	0	0
18503	1	1	0
18504	0	0	0
18505	1	0	0
18506	1	0	0
18507	1	0	0
18508	1	0	0
18509	0	0	0
18510	1	0	0
18511	0	0	0
18512	0	0	0
18513	0	0	0
18514	0	0	0
18515	0	0	0
18516	0	0	0
18517	0	0	0
18518	0	0	0
18519	0	0	0
18520	0	0	0
18521	0	0	0
18522	0	0	0
18523	0	0	0
18524	0	0	0
18525	0	0	0
18526	0	0	0
18527	1	0	0
18528	0	0	0
18529	1	0	0
18530	0	0	0
18531	0	0	0
18532	1	0	0
18533	1	0	0
18534	0	0	0
18535	1	0	0
18536	1	0	0
18537	1	0	0
18538	0	0	0
18539	0	0	0
18540	0	0	0
18541	0	0	0
18542	1	0	0
18543	0	0	0
18544	0	0	0
18545	1	0	0
18546	0	0	0
18547	1	0	0
18548	0	0	0
18549	1	0	0
18550	0	0	0
18551	0	0	0
18552	0	0	0
18553	0	0	0
18554	1	0	0
18555	0	0	0
18556	0	0	0
18557	0	0	0
18558	1	0	0
18559	0	0	0
18560	0	0	0
18561	0	0	0
18562	1	0	0
18563	0	0	0
18564	1	0	0
18565	0	0	0
18566	0	0	0
18567	0	0	0
18568	0	0	0
18569	1	0	0
18570	0	0	0
18571	1	0	0
18572	1	0	0
18573	0	0	0
18574	1	0	0
18575	1	0	0
18576	0	0	0
18577	1	0	0
18578	0	0	0
18579	0	0	0
18580	0	0	0
18581	0	0	0
18582	1	0	0
18583	0	0	0
18584	0	0	0
18585	1	0	0
18586	1	0	0
18587	1	0	0
18588	0	0	0
18589	0	0	0
18590	1	0	0
18591	0	0	0
18592	1	0	0
18593	1	0	0
18594	0	0	0
18595	0	0	0
18596	1	0	0
18597	0	0	0
18598	0	0	0
18599	0	0	0
18600	1	0	0
18601	0	0	0
18602	1	0	0
18603	0	0	0
18604	0	0	0
18605	0	0	0
18606	0	0	0
18607	0	0	0
18608	1	0	0
18609	0	0	0
18610	0	0	0
18611	0	0	0
18612	0	0	0
18613	1	0	0
18614	1	0	0
18615	0	0	0
18616	1	1	0
18617	1	0	0
18618	1	0	0
18619	0	0	0
18620	0	0	0
18621	0	0	0
18622	1	0	0
18623	1	0	0
18624	1	0	0
18625	1	0	0
18626	0	0	0
18627	0	0	0
18628	0	0	0
18629	0	0	0
18630	0	0	0
18631	0	0	0
18632	1	0	0
18633	1	0	0
18634	1	0	0
18635	0	0	0
18636	0	0	0
18637	0	0	0
18638	0	0	0
18639	1	0	0
18640	0	0	0
18641	1	0	0
18642	1	0	0
18643	0	0	0
18644	1	0	0
18645	1	0	0
18646	0	0	0
18647	0	0	0
18648	0	0	0
18649	0	0	0
18650	0	0	0
18651	0	0	0
18652	0	0	0
18653	0	0	0
18654	0	0	0
18655	0	0	0
18656	0	0	0
18657	0	0	0
18658	0	0	0
18659	0	0	0
18660	0	0	0
18661	0	0	0
18662	0	0	0
18663	0	0	0
18664	1	0	0
18665	1	0	0
18666	1	0	0
18667	0	0	0
18668	0	0	0
18669	0	0	0
18670	1	0	0
18671	0	0	0
18672	0	0	0
18673	0	0	0
18674	0	0	0
18675	1	0	0
18676	0	0	0
18677	0	0	0
18678	1	0	0
18679	1	0	0
18680	1	0	0
18681	1	0	0
18682	0	0	0
18683	0	0	0
18684	1	0	0
18685	0	0	0
18686	1	0	0
18687	0	0	0
18688	1	0	0
18689	1	0	0
18690	0	0	0
18691	1	0	0
18692	0	0	0
18693	1	0	0
18694	1	0	0
18695	0	0	0
18696	0	0	0
18697	0	0	0
18698	0	0	0
18699	1	0	0
18700	0	0	0
18701	0	0	0
18702	0	0	0
18703	0	0	0
18704	1	0	0
18705	0	0	0
18706	0	0	0
18707	0	0	0
18708	0	0	0
18709	0	0	0
18710	1	0	0
18711	0	0	0
18712	1	0	0
18713	0	0	0
18714	1	0	0
18715	1	0	0
18716	0	0	0
18717	0	0	0
18718	0	0	0
18719	0	0	0
18720	1	0	0
18721	0	0	0
18722	0	0	0
18723	0	0	0
18724	0	0	0
18725	1	0	0
18726	0	0	0
18727	0	0	0
18728	0	0	0
18729	0	0	0
18730	0	0	0
18731	1	0	0
18732	0	0	0
18733	0	0	0
18734	0	0	0
18735	0	0	0
18736	1	0	0
18737	1	0	0
18738	0	0	0
18739	1	0	0
18740	0	0	0
18741	0	0	0
18742	1	0	0
18743	0	0	0
18744	0	0	0
18745	0	0	0
18746	0	0	0
18747	0	0	0
18748	0	0	0
18749	0	0	0
18750	0	0	0
18751	0	0	0
18752	0	0	0
18753	0	0	0
18754	0	0	0
18755	1	0	0
18756	1	0	0
18757	1	0	0
18758	0	0	0
18759	1	0	0
18760	0	0	0
18761	1	0	0
18762	0	0	0
18763	0	0	0
18764	0	0	0
18765	0	0	0
18766	0	0	0
18767	0	0	0
18768	0	0	0
18769	0	0	0
18770	0	0	0
18771	0	0	0
18772	0	0	0
18773	0	0	0
18774	0	0	0
18775	0	0	0
18776	0	0	0
18777	0	0	0
18778	1	1	0
18779	1	0	0
18780	0	0	0
18781	0	0	0
18782	1	0	0
18783	1	0	0
18784	0	0	0
18785	1	0	0
18786	0	0	0
18787	0	0	0
18788	0	0	0
18789	0	0	0
18790	1	0	0
18791	0	0	0
18792	0	0	0
18793	0	0	0
18794	1	0	0
18795	1	0	0
18796	0	0	0
18797	0	0	0
18798	0	0	0
18799	1	0	0
18800	0	0	0
18801	0	0	0
18802	0	0	0
18803	0	0	0
18804	0	0	0
18805	0	0	0
18806	0	0	0
18807	0	0	0
18808	0	0	0
18809	0	0	0
18810	0	0	0
18811	0	0	0
18812	0	0	0
18813	0	0	0
18814	0	0	0
18815	0	0	0
18816	0	0	0
18817	0	0	0
18818	0	0	0
18819	1	0	0
18820	0	0	0
18821	1	0	0
18822	0	0	0
18823	0	0	0
18824	0	0	0
18825	0	0	0
18826	1	0	0
18827	1	0	0
18828	0	0	0
18829	1	0	0
18830	0	0	0
18831	0	0	0
18832	0	0	0
18833	0	0	0
18834	0	0	0
18835	0	0	0
18836	0	0	0
18837	0	0	0
18838	1	0	0
18839	0	0	0
18840	1	0	0
18841	0	0	0
18842	1	0	0
18843	0	0	0
18844	0	0	0
18845	0	0	0
18846	1	0	0
18847	0	0	0
18848	0	0	0
18849	0	0	0
18850	0	0	0
18851	0	0	0
18852	0	0	0
18853	0	0	0
18854	0	0	0
18855	1	0	0
18856	1	0	0
18857	0	0	0
18858	0	0	0
18859	1	0	0
18860	0	0	0
18861	0	0	0
18862	0	0	0
18863	0	0	0
18864	0	0	0
18865	0	0	0
18866	0	0	0
18867	0	0	0
18868	0	0	0
18869	0	0	0
18870	1	0	0
18871	0	0	0
18872	0	0	0
18873	0	0	0
18874	0	0	0
18875	1	0	0
18876	0	0	0
18877	0	0	0
18878	0	0	0
18879	0	0	0
18880	0	0	0
18881	0	0	0
18882	0	0	0
18883	0	0	0
18884	0	0	0
18885	1	0	0
18886	1	0	0
18887	0	0	0
18888	0	0	0
18889	0	0	0
18890	0	0	0
18891	0	0	0
18892	0	0	0
18893	0	0	0
18894	1	0	0
18895	0	0	0
18896	0	0	0
18897	0	0	0
18898	0	0	0
18899	0	0	0
18900	0	0	0
18901	0	0	0
18902	0	0	0
18903	0	0	0
18904	1	0	0
18905	0	0	0
18906	0	0	0
18907	0	0	0
18908	1	0	0
18909	0	0	0
18910	0	0	0
18911	0	0	0
18912	0	0	0
18913	0	0	0
18914	1	0	0
18915	0	0	0
18916	0	0	0
18917	1	0	0
18918	0	0	0
18919	0	0	0
18920	0	0	0
18921	0	0	0
18922	0	0	0
18923	0	0	0
18924	0	0	0
18925	0	0	0
18926	0	0	0
18927	0	0	0
18928	0	0	0
18929	1	0	0
18930	1	0	0
18931	0	0	0
18932	0	0	0
18933	0	0	0
18934	0	0	0
18935	0	0	0
18936	0	0	0
18937	0	0	0
18938	0	0	0
18939	0	0	0
18940	0	0	0
18941	0	0	0
18942	0	0	0
18943	1	0	0
18944	1	0	0
18945	0	0	0
18946	1	0	0
18947	0	0	0
18948	1	0	0
18949	0	0	0
18950	0	0	0
18951	1	0	0
18952	0	0	0
18953	0	0	0
18954	0	0	0
18955	1	0	0
18956	0	0	0
18957	1	0	0
18958	0	0	0
18959	0	0	0
18960	0	0	0
18961	0	0	0
18962	1	0	0
18963	0	0	0
18964	0	0	0
18965	0	0	0
18966	0	0	0
18967	0	0	0
18968	1	0	0
18969	0	0	0
18970	0	0	0
18971	1	0	0
18972	0	0	0
18973	0	0	0
18974	0	0	0
18975	1	0	0
18976	1	0	0
18977	0	0	0
18978	0	0	0
18979	1	0	0
18980	0	0	0
18981	0	0	0
18982	0	0	0
18983	0	0	0
18984	1	0	0
18985	0	0	0
18986	0	0	0
18987	0	0	0
18988	0	0	0
18989	0	0	0
18990	0	0	0
18991	0	0	0
18992	0	0	0
18993	0	0	0
18994	1	0	0
18995	1	0	0
18996	0	0	0
18997	0	0	0
18998	1	0	0
18999	0	0	0
19000	0	0	0
19001	0	0	0
19002	0	0	0
19003	0	0	0
19004	0	0	0
19005	0	0	0
19006	0	0	0
19007	1	0	0
19008	0	0	0
19009	0	0	0
19010	0	0	0
19011	0	0	0
19012	1	1	0
19013	0	0	0
19014	0	0	0
19015	0	0	0
19016	0	0	0
19017	0	0	0
19018	0	0	0
19019	0	0	0
19020	0	0	0
19021	0	0	0
19022	0	0	0
19023	0	0	0
19024	0	0	0
19025	1	0	0
19026	1	0	0
19027	1	0	0
19028	0	0	0
19029	0	0	0
19030	0	0	0
19031	1	0	0
19032	1	0	0
19033	0	0	0
19034	0	0	0
19035	0	0	0
19036	0	0	0
19037	0	0	0
19038	0	0	0
19039	0	0	0
19040	0	0	0
19041	1	0	0
19042	0	0	0
19043	0	0	0
19044	1	0	0
19045	0	0	0
19046	1	0	0
19047	0	0	0
19048	0	0	0
19049	0	0	0
19050	1	0	0
19051	1	0	0
19052	0	0	0
19053	1	0	0
19054	0	0	0
19055	0	0	0
19056	0	0	0
19057	0	0	0
19058	0	0	0
19059	0	0	0
19060	0	0	0
19061	1	0	0
19062	1	1	0
19063	0	0	0
19064	1	0	0
19065	0	0	0
19066	0	0	0
19067	1	0	0
19068	1	0	0
19069	0	0	0
19070	0	0	0
19071	0	0	0
19072	0	0	0
19073	0	0	0
19074	0	0	0
19075	0	0	0
19076	0	0	0
19077	0	0	0
19078	0	0	0
19079	0	0	0
19080	0	0	0
19081	0	0	0
19082	0	0	0
19083	0	0	0
19084	0	0	0
19085	1	0	0
19086	0	0	0
19087	0	0	0
19088	0	0	0
19089	0	0	0
19090	0	0	0
19091	0	0	0
19092	0	0	0
19093	1	0	0
19094	1	1	0
19095	0	0	0
19096	0	0	0
19097	0	0	0
19098	0	0	0
19099	1	0	0
19100	0	0	0
19101	0	0	0
19102	1	0	0
19103	0	0	0
19104	1	0	0
19105	0	0	0
19106	0	0	0
19107	0	0	0
19108	1	0	0
19109	0	0	0
19110	0	0	0
19111	0	0	0
19112	0	0	0
19113	0	0	0
19114	0	0	0
19115	1	0	0
19116	0	0	0
19117	0	0	0
19118	1	0	0
19119	1	0	0
19120	0	0	0
19121	0	0	0
19122	0	0	0
19123	0	0	0
19124	1	0	0
19125	0	0	0
19126	0	0	0
19127	1	0	0
19128	1	0	0
19129	0	0	0
19130	1	0	0
19131	1	1	0
19132	0	0	0
19133	0	0	0
19134	0	0	0
19135	1	0	0
19136	0	0	0
19137	0	0	0
19138	0	0	0
19139	0	0	0
19140	0	0	0
19141	0	0	0
19142	0	0	0
19143	0	0	0
19144	1	1	0
19145	0	0	0
19146	0	0	0
19147	0	0	0
19148	1	0	0
19149	0	0	0
19150	0	0	0
19151	0	0	0
19152	0	0	0
19153	0	0	0
19154	0	0	0
19155	0	0	0
19156	0	0	0
19157	0	0	0
19158	1	0	0
19159	0	0	0
19160	0	0	0
19161	0	0	0
19162	0	0	0
19163	0	0	0
19164	0	0	0
19165	1	1	0
19166	0	0	0
19167	1	0	0
19168	0	0	0
19169	0	0	0
19170	0	0	0
19171	1	0	0
19172	1	0	0
19173	0	0	0
19174	0	0	0
19175	0	0	0
19176	0	0	0
19177	0	0	0
19178	1	0	0
19179	1	0	0
19180	0	0	0
19181	0	0	0
19182	0	0	0
19183	0	0	0
19184	0	0	0
19185	0	0	0
19186	0	0	0
19187	0	0	0
19188	1	1	0
19189	0	0	0
19190	0	0	0
19191	1	0	0
19192	1	0	0
19193	0	0	0
19194	1	0	0
19195	0	0	0
19196	0	0	0
19197	0	0	0
19198	0	0	0
19199	0	0	0
19200	0	0	0
