id	HS	TR	AG
2688	0	0	0
9029	0	0	0
1841	0	0	0
9056	1	1	0
7948	0	0	0
572	0	0	0
8145	0	0	0
4630	1	0	0
5805	1	0	0
4213	0	0	0
585	0	0	0
832	0	0	0
8010	0	0	0
1477	0	0	0
3050	0	0	0
1444	0	0	0
6073	0	0	0
3881	1	0	1
5632	0	0	0
5948	0	0	0
7518	0	0	0
5616	0	0	0
6134	0	0	0
3334	0	0	0
4891	1	0	1
873	0	0	0
6521	0	0	0
2276	0	0	0
3729	1	0	0
6919	0	0	0
7886	0	0	0
1792	0	0	0
4623	0	0	0
1470	0	0	0
4897	1	0	0
1763	0	0	0
1782	1	0	1
8712	1	1	0
1374	0	0	0
4204	0	0	0
2796	0	0	0
5078	0	0	0
7233	0	0	0
5136	0	0	0
8334	0	0	0
3754	0	0	0
4779	0	0	0
4069	1	0	1
8632	1	0	0
8835	1	1	1
2161	0	0	0
6218	1	1	0
8192	0	0	0
3773	0	0	0
3206	0	0	0
4865	0	0	0
2919	1	0	0
8870	0	0	0
4703	1	1	1
5475	1	0	0
7756	0	0	0
5518	1	0	0
8986	1	1	0
3449	0	0	0
6088	0	0	0
1203	1	0	1
3407	0	0	0
421	0	0	0
9117	1	1	0
7856	0	0	0
5550	0	0	0
6150	1	1	0
8203	0	0	0
4334	0	0	0
6811	0	0	0
4905	1	1	1
7170	0	0	0
5365	1	1	0
8794	0	0	0
1671	0	0	0
7197	0	0	0
1038	0	0	0
9158	1	1	0
2601	0	0	0
8638	1	0	0
1866	0	0	0
4671	0	0	0
3219	1	0	1
815	1	0	1
8820	0	0	0
4284	0	0	0
2202	0	0	0
7633	1	0	0
319	1	0	1
8642	1	0	0
7283	0	0	0
8832	0	0	0
2785	0	0	0
5647	1	0	0
4769	0	0	0
1847	0	0	0
6648	0	0	0
8429	1	0	0
7090	0	0	0
5663	1	0	0
466	0	0	0
3966	0	0	0
3777	0	0	0
1245	0	0	0
2526	0	0	0
1568	0	0	0
3918	0	0	0
3451	0	0	0
4943	1	0	0
2529	1	0	1
6110	1	1	0
2921	1	0	1
1166	0	0	0
1757	0	0	0
8044	0	0	0
6043	0	0	0
2033	1	0	1
2486	1	0	0
7655	0	0	0
2511	1	0	1
4499	0	0	0
3629	1	0	0
460	0	0	0
8498	0	0	0
8094	0	0	0
7110	0	0	0
6005	0	0	0
8471	0	0	0
7196	1	1	0
8328	0	0	0
875	0	0	0
5786	1	1	0
372	1	0	0
3001	0	0	0
8816	1	0	0
870	1	0	0
8511	1	0	0
386	1	0	0
615	0	0	0
1491	1	0	1
5578	1	1	0
1736	0	0	0
2990	0	0	0
5803	1	0	0
5444	1	1	0
5236	1	1	1
1764	1	0	0
1380	1	1	1
7760	0	0	0
6066	1	0	0
7595	0	0	0
8689	0	0	0
8177	0	0	0
834	1	1	0
1314	0	0	0
5241	1	1	1
2875	0	0	0
1983	1	0	1
6220	1	1	0
4598	1	0	0
2239	0	0	0
6730	1	1	0
4306	0	0	0
8462	0	0	0
6395	0	0	0
6650	1	1	0
4663	0	0	0
971	0	0	0
7357	0	0	0
3010	0	0	0
3217	0	0	0
5367	1	1	0
8065	0	0	0
4552	1	0	1
3161	1	1	0
8095	1	1	1
5655	1	0	0
1926	0	0	0
1790	0	0	0
5817	1	0	0
2527	0	0	0
7174	0	0	0
8451	1	1	0
1206	1	1	0
530	0	0	0
7503	0	0	0
3249	1	1	0
3273	0	0	0
5067	1	0	1
794	0	0	0
8005	0	0	0
7207	0	0	0
4526	1	0	0
3031	0	0	0
2579	0	0	0
4171	0	0	0
4675	0	0	0
3962	0	0	0
2811	0	0	0
4131	0	0	0
6440	0	0	0
4853	1	0	0
6558	0	0	0
1191	0	0	0
1685	0	0	0
8623	0	0	0
3854	0	0	0
2311	0	0	0
1186	0	0	0
8727	1	1	0
5849	1	1	1
795	0	0	0
9014	1	1	0
7444	0	0	0
7571	1	1	0
7972	0	0	0
4880	1	0	0
7003	1	1	0
5796	1	0	0
5433	1	1	1
3069	0	0	0
8321	1	1	0
5257	1	1	0
5460	1	1	0
5984	0	0	0
7457	0	0	0
6632	0	0	0
6406	1	1	0
2887	1	0	1
4727	0	0	0
4503	0	0	0
8868	0	0	0
5717	0	0	0
6765	0	0	0
7617	0	0	0
6456	1	0	0
4006	0	0	0
2547	0	0	0
3608	1	1	0
3311	1	0	0
7093	1	0	0
4754	0	0	0
5626	0	0	0
1965	0	0	0
2198	0	0	0
3986	1	0	1
1769	1	1	1
1573	0	0	0
7758	0	0	0
4879	1	0	1
5355	0	0	0
4238	0	0	0
4271	1	0	1
5490	1	1	0
8054	0	0	0
6519	0	0	0
4177	0	0	0
4218	1	0	1
6120	0	0	0
1140	1	0	0
4869	1	1	0
7335	0	0	0
5122	0	0	0
1554	0	0	0
6139	1	1	1
3066	0	0	0
566	0	0	0
393	0	0	0
423	0	0	0
3726	0	0	0
730	0	0	0
3564	1	0	0
8941	0	0	0
2892	0	0	0
2084	0	0	0
1956	0	0	0
2306	0	0	0
3431	0	0	0
3991	0	0	0
7646	0	0	0
3873	0	0	0
1075	0	0	0
841	1	0	0
7586	0	0	0
4976	1	1	0
6622	0	0	0
5338	1	1	0
6846	0	0	0
8472	0	0	0
1127	0	0	0
5246	1	0	0
3656	0	0	0
8173	0	0	0
6929	1	1	0
1151	0	0	0
7907	0	0	0
1971	0	0	0
8262	1	0	0
8181	1	1	0
713	0	0	0
6836	0	0	0
4537	1	0	1
1516	0	0	0
1244	1	0	1
3306	0	0	0
3518	0	0	0
3779	1	0	1
6525	0	0	0
6538	0	0	0
5971	0	0	0
2173	1	0	0
1340	1	0	1
6113	0	0	0
4435	0	0	0
7080	1	0	0
3526	0	0	0
6939	0	0	0
4366	0	0	0
3921	1	0	1
2817	1	1	0
8903	0	0	0
4070	0	0	0
8377	0	0	0
444	1	0	1
8092	0	0	0
6594	0	0	0
3174	0	0	0
3329	0	0	0
6060	1	1	1
7017	0	0	0
3762	1	0	1
8762	0	0	0
4543	0	0	0
6658	1	1	0
8772	0	0	0
7450	0	0	0
5137	1	1	1
6033	1	0	1
7735	0	0	0
2192	0	0	0
3748	0	0	0
2629	1	0	0
7375	0	0	0
9060	0	0	0
2650	0	0	0
8900	0	0	0
9164	1	1	1
6552	0	0	0
2895	1	0	0
6504	0	0	0
5285	1	1	1
6247	0	0	0
2402	0	0	0
5690	1	0	1
8605	1	1	0
6018	0	0	0
8246	0	0	0
5707	1	0	0
531	0	0	0
314	1	0	0
7137	0	0	0
4741	1	0	0
6097	1	1	0
6560	0	0	0
7377	0	0	0
317	1	0	1
1809	0	0	0
5836	1	1	0
5556	1	1	0
820	1	0	0
7945	0	0	0
9170	1	1	0
7932	0	0	0
2837	0	0	0
8201	0	0	0
6449	1	1	0
1938	0	0	0
2792	0	0	0
4544	0	0	0
7314	0	0	0
3763	1	0	0
2075	0	0	0
7921	0	0	0
7525	0	0	0
3943	1	0	1
7313	0	0	0
605	0	0	0
8017	1	1	0
822	0	0	0
8240	0	0	0
2230	0	0	0
3481	0	0	0
7117	0	0	0
7021	0	0	0
6992	0	0	0
5953	1	1	0
8348	0	0	0
2692	0	0	0
6881	0	0	0
7238	1	1	0
8742	0	0	0
7985	0	0	0
4047	0	0	0
6614	0	0	0
7099	0	0	0
2483	1	0	1
1998	0	0	0
2514	1	0	0
7398	0	0	0
7474	0	0	0
4834	0	0	0
927	1	0	1
7958	0	0	0
9079	1	1	0
7880	0	0	0
2930	1	0	1
5456	1	1	0
1397	1	0	1
7198	0	0	0
6125	0	0	0
6523	1	0	0
7034	0	0	0
782	1	0	1
6883	0	0	0
8111	0	0	0
823	0	0	0
1122	0	0	0
7739	0	0	0
7013	0	0	0
427	0	0	0
274	0	0	0
3635	0	0	0
8709	0	0	0
3200	1	0	0
3561	1	0	0
5090	0	0	0
6303	0	0	0
4436	0	0	0
9199	1	1	0
4762	1	1	0
1507	0	0	0
1670	0	0	0
4379	0	0	0
4323	1	0	1
1293	0	0	0
7715	0	0	0
3514	0	0	0
7898	0	0	0
8284	1	1	0
6399	1	1	0
4941	0	0	0
1409	1	0	1
1588	0	0	0
8853	1	1	0
7229	0	0	0
5049	1	0	0
5386	0	0	0
7046	0	0	0
1367	0	0	0
6627	1	0	1
1488	1	0	0
8843	1	1	0
3477	0	0	0
1400	0	0	0
8133	0	0	0
8484	0	0	0
8992	0	0	0
1262	1	0	1
4628	0	0	0
1972	0	0	0
3713	0	0	0
8434	0	0	0
4279	0	0	0
8491	0	0	0
3770	0	0	0
5060	1	0	0
3619	0	0	0
5665	1	1	0
6141	0	0	0
4860	1	1	0
2926	1	0	1
4767	1	1	1
4351	0	0	0
1558	0	0	0
5976	1	1	1
953	0	0	0
4795	1	1	1
1513	0	0	0
2813	0	0	0
8367	1	0	1
8950	0	0	0
2771	0	0	0
5188	1	1	0
1471	0	0	0
8682	0	0	0
1252	1	0	0
3040	1	0	0
8652	0	0	0
9128	0	0	0
7151	0	0	0
3373	0	0	0
5164	0	0	0
6697	0	0	0
2404	0	0	0
884	0	0	0
6557	0	0	0
3601	1	1	1
8008	0	0	0
5023	1	1	0
7804	0	0	0
1482	1	0	0
1464	0	0	0
8775	1	1	0
7819	0	0	0
8183	0	0	0
7403	0	0	0
5541	1	1	0
4111	0	0	0
946	0	0	0
3862	0	0	0
2130	0	0	0
546	0	0	0
3341	0	0	0
6196	1	1	1
2259	0	0	0
878	1	0	1
2850	0	0	0
7434	0	0	0
2790	0	0	0
8691	0	0	0
776	0	0	0
3259	0	0	0
6348	1	0	0
896	0	0	0
5031	0	0	0
8402	1	0	0
7294	0	0	0
2215	1	0	0
7561	1	1	0
3156	0	0	0
5264	1	1	0
780	1	0	0
327	0	0	0
3724	1	0	1
3582	1	0	0
6880	0	0	0
7647	0	0	0
4530	0	0	0
1681	0	0	0
7859	1	1	0
4579	0	0	0
1943	0	0	0
1288	0	0	0
8595	0	0	0
8372	0	0	0
4068	0	0	0
3291	0	0	0
5432	1	1	0
8117	0	0	0
8499	1	1	0
2266	0	0	0
5470	1	1	0
6155	1	1	0
3788	1	0	0
4761	0	0	0
7658	0	0	0
1094	1	0	1
5927	1	1	0
2598	0	0	0
7822	0	0	0
8801	1	1	1
8306	1	0	0
5813	0	0	0
7745	1	0	0
8200	0	0	0
7318	0	0	0
3114	0	0	0
307	0	0	0
4444	0	0	0
5141	1	1	0
6545	0	0	0
3678	0	0	0
5309	1	1	1
1966	1	0	1
7685	0	0	0
738	0	0	0
2864	0	0	0
6920	0	0	0
554	0	0	0
7460	0	0	0
2755	1	0	1
4320	1	0	1
8767	0	0	0
2400	0	0	0
2418	1	0	0
8194	0	0	0
8500	0	0	0
1658	1	0	0
2049	0	0	0
880	1	0	0
7842	0	0	0
2860	0	0	0
2786	1	0	0
835	0	0	0
599	0	0	0
3212	0	0	0
8811	0	0	0
3289	0	0	0
7146	0	0	0
2806	0	0	0
5295	0	0	0
7960	0	0	0
610	1	0	0
6674	0	0	0
7053	1	1	0
4731	1	1	0
793	1	0	0
1204	1	0	1
3593	0	0	0
3414	0	0	0
5265	0	0	0
9015	0	0	0
3892	1	0	0
8566	1	1	0
7877	1	1	0
6114	1	0	1
9067	1	0	1
6355	1	1	0
1455	0	0	0
3821	1	0	0
5495	1	1	0
6661	0	0	0
6980	0	0	0
7563	1	0	0
809	0	0	0
8146	0	0	0
5277	0	0	0
5835	0	0	0
8140	0	0	0
7158	0	0	0
3104	1	0	1
4881	1	0	0
4424	1	0	1
3861	1	0	1
3616	1	0	1
271	0	0	0
3186	1	1	0
4313	1	0	1
2835	0	0	0
6058	0	0	0
7670	0	0	0
726	1	0	1
8940	0	0	0
3094	1	0	1
2484	0	0	0
6645	1	1	0
7672	0	0	0
5009	0	0	0
6970	0	0	0
2581	1	0	0
5553	0	0	0
1130	1	0	0
8347	0	0	0
5469	1	1	1
4673	0	0	0
6148	1	1	0
412	0	0	0
7585	0	0	0
2889	0	0	0
4607	0	0	0
2346	1	0	1
7022	0	0	0
1642	1	1	0
3443	0	0	0
5048	0	0	0
6132	0	0	0
7073	0	0	0
7797	0	0	0
5860	0	0	0
2076	1	0	0
7206	0	0	0
4440	0	0	0
1013	1	0	1
4930	1	1	0
6742	1	1	0
5451	1	1	0
6301	0	0	0
897	1	0	1
654	0	0	0
4094	1	0	0
7184	0	0	0
8860	0	0	0
1858	0	0	0
5414	0	0	0
3820	0	0	0
6832	1	1	0
405	0	0	0
5562	1	0	0
4422	1	0	1
2977	1	0	1
4998	1	0	0
2752	0	0	0
2779	0	0	0
3847	0	0	0
2017	0	0	0
4631	1	0	1
9150	0	0	0
7590	0	0	0
7757	0	0	0
8079	1	1	0
5037	0	0	0
7358	0	0	0
2857	0	0	0
6931	1	1	0
4773	0	0	0
2381	0	0	0
7785	0	0	0
1433	0	0	0
3179	0	0	0
1663	0	0	0
6863	0	0	0
2296	0	0	0
6257	1	0	1
8968	0	0	0
1478	0	0	0
8032	1	1	0
8172	0	0	0
3649	0	0	0
3014	0	0	0
1099	0	0	0
9007	1	0	0
437	0	0	0
6458	1	1	0
2373	1	0	1
8230	0	0	0
4744	1	1	1
2382	0	0	0
3124	0	0	0
435	1	0	1
4625	1	0	1
9064	0	0	0
6181	1	0	1
3785	1	0	1
6572	0	0	0
852	0	0	0
3832	0	0	0
1775	1	0	0
737	0	0	0
8821	0	0	0
1684	0	0	0
783	1	0	1
6877	1	1	1
4353	1	0	0
8560	0	0	0
6407	1	1	1
2787	1	0	0
6375	1	0	0
4324	0	0	0
3753	0	0	0
5969	1	1	1
5664	0	0	0
8217	0	0	0
3812	0	0	0
4257	1	0	1
2450	1	0	0
4836	1	1	1
8002	0	0	0
8020	1	1	1
6117	1	0	0
5840	1	1	0
3130	1	0	1
7560	0	0	0
5125	1	1	0
8474	0	0	0
1465	0	0	0
8481	1	0	0
7057	0	0	0
1559	0	0	0
3384	0	0	0
8315	0	0	0
6111	1	1	0
2690	1	0	1
6228	1	1	0
6960	1	0	0
4037	1	0	0
6296	1	1	0
3622	1	0	0
1359	1	0	0
6316	1	1	0
1882	0	0	0
8038	0	0	0
1948	1	0	0
5839	0	0	0
3752	0	0	0
3441	0	0	0
5557	0	0	0
6507	0	0	0
4904	0	0	0
8028	0	0	0
298	0	0	0
6101	1	1	0
383	0	0	0
1726	1	0	1
6337	1	0	0
3250	1	0	1
1951	0	0	0
6524	0	0	0
7330	0	0	0
3112	1	0	0
590	1	0	0
6589	0	0	0
5252	1	1	0
7787	0	0	0
6224	1	1	1
8987	1	1	1
8424	0	0	0
3797	0	0	0
577	1	0	1
8299	1	1	1
5910	0	0	0
2812	0	0	0
4042	1	0	1
1183	1	0	0
1103	1	1	0
8512	1	0	0
2753	1	0	0
7133	0	0	0
4892	1	1	0
3400	1	0	0
4459	0	0	0
2315	0	0	0
4030	0	0	0
3556	0	0	0
5272	1	0	0
5987	0	0	0
3019	1	0	1
5790	0	0	0
8137	1	1	0
8548	0	0	0
5168	1	0	0
7673	1	1	0
2905	0	0	0
5111	1	1	1
3089	0	0	0
6685	0	0	0
8873	1	1	1
4078	1	0	0
5361	1	1	1
1018	1	0	1
1251	0	0	0
1107	1	0	0
7159	0	0	0
5474	1	1	0
8765	1	1	0
6425	1	1	1
8587	0	0	0
2019	0	0	0
8317	1	1	0
4758	1	1	0
5704	0	0	0
5955	1	1	0
6720	0	0	0
8982	0	0	0
6056	1	1	0
4368	0	0	0
7855	0	0	0
8745	0	0	0
4643	0	0	0
9099	0	0	0
3349	1	1	1
8842	1	1	1
5275	1	1	0
7426	1	0	0
3829	1	0	1
3924	0	0	0
2711	1	1	0
9075	1	1	0
4409	0	0	0
874	0	0	0
2814	1	0	0
8251	1	0	1
2180	1	0	0
229	0	0	0
9055	0	0	0
3963	0	0	0
4448	0	0	0
810	1	0	1
5642	1	1	0
8003	0	0	0
714	0	0	0
3252	1	0	1
7120	0	0	0
5712	1	0	0
2856	0	0	0
1913	0	0	0
8053	0	0	0
4592	0	0	0
9103	1	0	1
6733	0	0	0
7389	0	0	0
5691	1	1	0
2636	0	0	0
1092	0	0	0
1497	0	0	0
8961	1	1	1
6699	0	0	0
2072	1	0	0
8621	0	0	0
5127	1	1	0
1979	0	0	0
1199	0	0	0
8019	1	1	0
3997	1	0	1
4208	0	0	0
7367	0	0	0
3420	0	0	0
346	1	0	0
8988	1	1	1
3006	0	0	0
5440	1	0	0
4495	1	0	0
2162	1	0	1
7148	0	0	0
1643	1	0	1
6792	0	0	0
2338	1	0	1
2586	1	0	1
1419	0	0	0
1762	0	0	0
2768	1	0	1
4621	0	0	0
7952	0	0	0
1382	1	0	1
6847	0	0	0
8112	0	0	0
6106	1	0	0
1845	0	0	0
7838	1	1	0
4550	0	0	0
3859	1	0	1
4497	0	0	0
3730	0	0	0
1627	0	0	0
5054	1	1	0
3387	0	0	0
2242	0	0	0
7312	0	0	0
1700	1	0	1
4595	0	0	0
8966	0	0	0
7029	0	0	0
741	0	0	0
9175	0	0	0
7273	0	0	0
3960	0	0	0
5641	0	0	0
5036	1	0	0
5006	1	1	0
973	0	0	0
3815	0	0	0
5739	1	0	0
6779	0	0	0
442	0	0	0
940	0	0	0
890	0	0	0
4014	0	0	0
3912	0	0	0
5612	0	0	0
1134	0	0	0
1330	1	0	1
7697	0	0	0
503	0	0	0
7362	0	0	0
6656	0	0	0
4071	0	0	0
1725	1	0	1
806	0	0	0
5913	0	0	0
7344	0	0	0
5768	1	0	1
3140	0	0	0
952	0	0	0
1515	1	0	1
8291	0	0	0
2154	0	0	0
5092	1	1	1
5379	1	1	0
752	0	0	0
8296	1	1	0
2422	1	0	1
5613	0	0	0
4254	0	0	0
3067	0	0	0
7949	0	0	0
7814	1	0	0
1727	0	0	0
6561	0	0	0
4580	1	0	1
8778	0	0	0
4000	0	0	0
7113	0	0	0
6311	1	0	0
2765	0	0	0
9052	0	0	0
7340	0	0	0
4922	1	1	1
5977	1	1	0
2468	1	0	1
8782	0	0	0
2211	0	0	0
6854	1	0	1
4680	0	0	0
7979	0	0	0
4446	0	0	0
6368	1	0	0
6409	1	1	0
1132	0	0	0
2933	0	0	0
6122	1	0	0
3639	0	0	0
8208	1	0	0
9096	0	0	0
5194	1	1	0
7654	0	0	0
2050	0	0	0
6694	0	0	0
7740	0	0	0
4386	0	0	0
3380	0	0	0
2110	0	0	0
4647	0	0	0
1279	1	0	0
5566	0	0	0
9144	0	0	0
7215	0	0	0
4234	0	0	0
6295	1	1	1
8631	0	0	0
2029	0	0	0
6858	0	0	0
3637	0	0	0
4152	1	0	1
5296	1	1	0
4987	0	0	0
4877	0	0	0
6335	1	0	0
5199	1	1	0
5289	1	1	0
4473	1	0	0
8304	0	0	0
2278	0	0	0
1786	1	0	1
3687	1	0	0
602	0	0	0
3044	0	0	0
4085	0	0	0
2304	0	0	0
850	0	0	0
4261	0	0	0
4278	0	0	0
8779	1	1	0
8658	1	0	0
1259	1	0	1
7744	0	0	0
2040	0	0	0
1119	1	0	1
5100	0	0	0
8550	0	0	0
1575	0	0	0
6905	0	0	0
8360	0	0	0
589	0	0	0
5815	1	0	0
4112	0	0	0
3381	1	0	0
5610	1	0	0
6605	0	0	0
3605	1	0	1
3197	0	0	0
9024	0	0	0
2350	1	0	0
1223	1	0	1
1571	0	0	0
8331	0	0	0
4636	0	0	0
5760	1	0	0
2594	0	0	0
3894	0	0	0
480	0	0	0
8151	1	0	0
8702	1	1	0
9161	0	0	0
5461	1	1	0
220	0	0	0
3447	0	0	0
1937	0	0	0
2655	0	0	0
8932	0	0	0
5767	1	0	0
240	0	0	0
1160	1	0	0
9084	0	0	0
6137	0	0	0
471	0	0	0
2100	0	0	0
7679	0	0	0
2557	0	0	0
1391	1	0	1
