id	HS	TR	AG
21124	1	1	1
21144	1	1	1
21149	0	0	0
21152	0	0	0
21155	1	1	1
21169	0	0	0
21170	0	0	0
21172	0	0	0
21215	0	0	0
21221	0	0	0
21222	1	1	1
21228	0	0	0
21238	0	0	0
21249	0	0	0
21255	0	0	0
21257	1	1	1
21263	0	0	0
21269	0	0	0
21277	1	0	0
21282	1	1	1
21284	0	0	0
21297	1	1	1
21305	0	0	0
21327	0	0	0
21333	1	0	1
21335	0	0	0
21339	0	0	0
21351	0	0	0
21387	0	0	0
21398	0	0	0
21402	0	0	0
21417	1	0	1
21433	1	1	1
21438	1	1	1
21440	0	0	0
21449	1	0	1
21455	0	0	0
21469	0	0	0
21491	0	0	0
21493	0	0	0
21497	1	1	1
21535	0	0	0
21565	0	0	0
21571	0	0	0
21598	0	0	0
21599	1	1	1
21603	1	1	1
21612	0	0	0
21616	0	0	0
21617	1	0	1
21619	0	0	0
21622	0	0	0
21631	0	0	0
21637	1	1	1
21643	1	0	1
21660	1	1	1
21667	0	0	0
21670	1	0	0
21671	1	0	0
21705	0	0	0
21727	0	0	0
21769	1	0	1
21771	0	0	0
21778	0	0	0
21788	1	1	1
21812	1	1	1
21824	0	0	0
21826	1	0	1
21832	1	1	1
21841	1	0	0
21859	0	0	0
21867	1	1	1
21873	1	0	1
21877	1	1	1
21880	1	1	1
21887	0	0	0
21892	1	1	1
21895	1	1	1
21908	0	0	0
21920	1	1	1
21927	0	0	0
21938	1	0	0
21941	0	0	0
21943	0	0	0
21944	0	0	0
21948	1	1	1
21955	1	0	1
21959	1	1	1
21966	1	1	0
21992	0	0	0
22005	0	0	0
22008	0	0	0
22012	1	0	1
22014	0	0	0
22021	1	1	1
22028	1	1	1
22037	0	0	0
22062	1	0	0
22065	0	0	0
22067	1	1	1
22082	0	0	0
22115	0	0	0
22128	0	0	0
22132	0	0	0
22142	1	1	1
22152	0	0	0
22163	0	0	0
22165	0	0	0
22168	0	0	0
22189	1	1	1
22199	1	0	1
22209	1	1	1
22214	0	0	0
22218	1	1	1
22237	0	0	0
22243	0	0	0
22245	0	0	0
22255	1	0	1
22285	0	0	0
22290	0	0	0
22297	0	0	0
22328	1	1	1
22346	0	0	0
22375	1	1	1
22381	1	1	1
22388	1	1	1
22401	0	0	0
22416	0	0	0
22417	0	0	0
22418	0	0	0
22429	0	0	0
22437	0	0	0
22450	0	0	0
22451	0	0	0
22456	0	0	0
22457	0	0	0
22471	1	1	1
22479	0	0	0
22517	0	0	0
22528	0	0	0
22560	0	0	0
22574	0	0	0
22575	0	0	0
22589	1	0	1
22592	1	0	1
22594	0	0	0
22632	0	0	0
22658	1	1	1
22660	1	0	1
22661	0	0	0
22669	1	1	1
22676	1	1	1
22679	0	0	0
22711	1	1	1
22714	0	0	0
22718	0	0	0
22725	1	0	1
22729	0	0	0
22739	0	0	0
22768	1	1	1
22782	0	0	0
22787	0	0	0
22800	0	0	0
22801	1	1	1
22811	0	0	0
22814	0	0	0
22815	0	0	0
22822	0	0	0
22826	0	0	0
22834	0	0	0
22835	0	0	0
22846	1	1	1
22848	1	1	1
22861	1	1	1
22867	0	0	0
22877	0	0	0
22885	1	1	1
22888	0	0	0
22889	1	0	1
22894	0	0	0
22898	0	0	0
22920	1	1	1
22938	0	0	0
22952	0	0	0
22953	1	0	1
22954	0	0	0
22971	1	1	1
22972	1	1	1
22998	0	0	0
23003	1	0	0
23009	1	0	1
23019	1	1	1
23021	1	0	0
23059	1	1	0
23086	1	1	1
23088	0	0	0
23090	0	0	0
23098	0	0	0
23122	0	0	0
23123	0	0	0
23179	1	1	1
23192	1	0	1
23215	1	1	1
23217	1	1	1
23234	0	0	0
23246	1	0	1
23247	0	0	0
23250	0	0	0
23255	1	1	1
23259	1	1	1
23308	0	0	0
23320	1	1	1
23325	0	0	0
23333	1	0	1
23337	1	1	1
23341	0	0	0
23342	0	0	0
23345	0	0	0
23363	0	0	0
23374	0	0	0
23380	1	0	1
23386	0	0	0
23387	0	0	0
23390	1	1	1
23392	0	0	0
23394	0	0	0
23396	1	0	1
23415	1	1	0
23429	0	0	0
23439	0	0	0
23444	0	0	0
23446	0	0	0
23450	1	1	1
23493	0	0	0
23506	1	1	1
23520	1	1	1
23532	0	0	0
23542	1	0	1
23545	1	0	1
23565	1	0	1
23568	1	0	1
23580	0	0	0
23596	0	0	0
23614	0	0	0
23615	1	1	1
23622	0	0	0
23633	1	0	1
23635	0	0	0
23647	0	0	0
23651	0	0	0
23652	0	0	0
23663	0	0	0
23687	0	0	0
23688	0	0	0
23690	0	0	0
23716	0	0	0
23728	0	0	0
23735	0	0	0
23742	0	0	0
23750	0	0	0
23751	1	0	0
23754	1	0	1
23755	1	1	1
23777	1	0	0
23783	1	1	1
23800	0	0	0
23827	0	0	0
23830	1	0	0
23875	0	0	0
23900	0	0	0
23901	1	0	0
23912	0	0	0
23922	1	1	1
23926	0	0	0
23928	0	0	0
23935	0	0	0
23943	1	0	1
23944	0	0	0
23954	1	1	1
23957	1	0	1
23979	1	0	0
23988	1	1	1
23989	0	0	0
23990	0	0	0
23991	0	0	0
24019	1	0	1
24024	0	0	0
24028	1	0	0
24031	0	0	0
24055	1	1	1
24062	1	1	1
24066	0	0	0
24083	0	0	0
24099	0	0	0
24104	1	1	1
24115	0	0	0
24123	1	0	0
24126	0	0	0
24140	0	0	0
24147	1	1	1
24155	1	0	1
24159	1	1	1
24160	0	0	0
24172	0	0	0
24180	1	0	0
24188	0	0	0
24190	0	0	0
24209	0	0	0
24247	0	0	0
24290	0	0	0
24294	0	0	0
24301	1	1	1
24310	1	0	1
24311	0	0	0
24321	0	0	0
24326	0	0	0
24338	1	0	1
24350	0	0	0
24352	1	1	1
24356	0	0	0
24357	1	0	0
24368	1	1	1
24373	1	1	1
24374	0	0	0
24397	1	1	1
24401	0	0	0
24402	1	1	1
24413	0	0	0
24431	0	0	0
24434	1	0	1
24442	0	0	0
24451	0	0	0
24467	1	1	1
24481	1	0	0
24488	0	0	0
24492	0	0	0
24520	1	1	1
24527	0	0	0
24529	1	1	1
24536	0	0	0
24544	0	0	0
24564	1	0	1
24569	1	1	1
24576	1	1	1
24590	0	0	0
24624	0	0	0
24625	0	0	0
24632	0	0	0
24646	1	0	1
24649	1	0	0
24651	0	0	0
24677	0	0	0
24686	1	0	0
24691	0	0	0
24692	0	0	0
24696	1	1	1
24701	1	1	1
24705	0	0	0
24733	0	0	0
24736	1	1	1
24746	0	0	0
24768	1	0	0
24773	0	0	0
24817	0	0	0
24821	0	0	0
24822	0	0	0
24845	1	0	1
24864	0	0	0
24870	0	0	0
24895	0	0	0
24907	1	0	0
24909	0	0	0
24925	1	0	1
24928	1	1	1
24930	1	1	1
24953	0	0	0
24973	1	1	1
24983	1	1	1
24986	1	0	1
