abusa,disgust,abuse
abusa,fear,abuse
abusa,negative,abuse
abusa,sadness,abuse
abuso,anger,abuse
abuso,disgust,abuse
abuso,fear,abuse
abuso,negative,abuse
abuso,sadness,abuse
abyecta,disgust,abject
abyecta,negative,abject
abyecto,disgust,abject
abyecto,negative,abject
academia,positive,academy
académico,positive,academic
académico,trust,academic
acantilada,fear,cliff
acantilado,fear,cliff
ácaro,disgust,mite
ácaro,negative,mite
accesible,positive,accessible
accesorio,positive,fixture
accidental,fear,accidental
accidental,negative,accidental
accidental,surprise,accidental
accidentalmente,surprise,accidentally
accidente,fear,accident
accidente,negative,accident
accidente,sadness,accident
accidente,surprise,accident
acción,positive,action
acción de gracias,joy,thanksgiving
acción de gracias,positive,thanksgiving
accueil,positive,accueil
acechar,negative,lurking
acecho,negative,lurk
acelerador,anger,throttle
acelerador,negative,throttle
acelerar,anticipation,accelerate
acelerar,anticipation,quicken
aceptable,positive,acceptable
aceptación,positive,acceptance
achispada,negative,tipsy
achispado,negative,tipsy
ácida,negative,acid
acidez,negative,heartburn
ácido,negative,acid
aclarar,joy,brighten
aclarar,positive,brighten
aclarar,surprise,brighten
aclarar,trust,brighten
aclarar,positive,clarify
acogedor,positive,cosy
acompañamiento,anticipation,accompaniment
acompañamiento,joy,accompaniment
acompañamiento,positive,accompaniment
acompañamiento,trust,accompaniment
aconsejable,positive,advisable
aconsejable,trust,advisable
aconsejada,trust,advised
aconsejado,trust,advised
acontecer,negative,befall
acosar,anger,harass
acosar,disgust,harass
acosar,negative,harass
acosar,anger,harry
acosar,negative,harry
acosar,sadness,harry
acoso,anger,molestation
acoso,disgust,molestation
acoso,fear,molestation
acoso,negative,molestation
acoso,sadness,molestation
acostada,anger,lying
acostada,disgust,lying
acostada,negative,lying
acostado,anger,lying
acostado,disgust,lying
acostado,negative,lying
acre,disgust,pungent
acre,negative,pungent
acreditada,positive,credited
acreditada,positive,reputable
acreditada,trust,reputable
acreditado,positive,credited
acreditado,positive,reputable
acreditado,trust,reputable
acreedor hipotecario,trust,mortgagee
acribillada,negative,riddled
acribillado,negative,riddled
acróbata,fear,acrobat
acróbata,joy,acrobat
acróbata,positive,acrobat
acróbata,trust,acrobat
actitud,negative,pose
acuerda,positive,agreement
acuerda,trust,agreement
acuerdo,positive,agreement
acuerdo,trust,agreement
acuoso,negative,watery
acusación,anger,accusation
acusación,disgust,accusation
acusación,negative,accusation
acusación,anger,arraignment
acusación,fear,arraignment
acusación,negative,arraignment
acusación,sadness,arraignment
acusación,negative,impeachment
acusación,fear,indictment
acusación,negative,indictment
acusada,anger,accused
acusada,fear,accused
acusada,negative,accused
acusada,anger,defendant
acusada,fear,defendant
acusada,sadness,defendant
acusado,anger,accused
acusado,fear,accused
acusado,negative,accused
acusado,anger,defendant
acusado,fear,defendant
acusado,sadness,defendant
acusador,anger,accuser
acusador,fear,accuser
acusador,negative,accuser
acusando,anger,accusing
acusando,fear,accusing
acusando,negative,accusing
acusativo,negative,accusative
adaptable,positive,adaptable
adaptar,positive,adapt
adecuación,positive,adequacy
adecuada,anticipation,fitting
adecuada,joy,fitting
adecuada,positive,fitting
adecuada,trust,fitting
adecuada,positive,suitable
adecuado,anticipation,fitting
adecuado,joy,fitting
adecuado,positive,fitting
adecuado,trust,fitting
adecuado,positive,suitable
adelantar,negative,forego
adelante,positive,ahead
adelante,positive,forward
adelanto,positive,advancement
adepto,positive,adept
adherida,trust,adhering
adherido,trust,adhering
adherirse,fear,cleave
adiccion,negative,addiction
adiós,anticipation,bye
adiposo,negative,adipose
adivinar,surprise,guess
adjunto,positive,adjunct
adjunto archivo,positive,attachment
administración,positive,management
administración,trust,management
administrativo,trust,administrative
admirable,joy,admirable
admirable,positive,admirable
admirable,trust,admirable
admiración,joy,admiration
admiración,positive,admiration
admiración,trust,admiration
admirador,positive,admirer
admirar,positive,admire
admirar,trust,admire
admisible,positive,admissible
admisible,trust,admissible
admisible,positive,allowable
adoctrinamiento,anger,indoctrination
adoctrinamiento,fear,indoctrination
adoctrinamiento,negative,indoctrination
adolescentes,negative,teens
adolescentes,positive,teens
adorable,joy,adorable
adorable,positive,adorable
adoración,joy,adoration
adoración,positive,adoration
adoración,trust,adoration
adorar,anticipation,adore
adorar,joy,adore
adorar,positive,adore
adorar,trust,adore
adornada,positive,ornamented
adornado,positive,ornamented
adornar,negative,garnish
adornos,negative,trappings
adquirir,positive,acquire
adquisidor,anticipation,acquiring
adquisidor,positive,acquiring
adular,negative,fawn
adulterio,disgust,adultery
adulterio,negative,adultery
adulterio,sadness,adultery
adversario,anger,adversary
adversario,negative,adversary
adversario,anger,opponent
adversario,anticipation,opponent
adversario,disgust,opponent
adversario,fear,opponent
adversario,negative,opponent
adversidad,anger,adversity
adversidad,fear,adversity
adversidad,negative,adversity
adversidad,sadness,adversity
adverso,anger,adverse
adverso,disgust,adverse
adverso,fear,adverse
adverso,negative,adverse
adverso,sadness,adverse
adverso,anger,untoward
adverso,disgust,untoward
adverso,negative,untoward
advertencia,fear,warning
advertida,fear,cautionary
advertido,fear,cautionary
advertir,anticipation,warn
advertir,fear,warn
advertir,negative,warn
advertir,surprise,warn
advertir,trust,warn
adviento,anticipation,advent
adviento,joy,advent
adviento,positive,advent
adviento,trust,advent
aeropuerto,anticipation,airport
afable,positive,affable
afán,anticipation,eagerness
afán,joy,eagerness
afán,positive,eagerness
afán,trust,eagerness
afecto,joy,affection
afecto,positive,affection
afecto,trust,affection
afeminada,negative,effeminate
afeminado,negative,effeminate
áfida,disgust,aphid
áfida,negative,aphid
áfido,disgust,aphid
áfido,negative,aphid
afilar,anger,sharpen
afilar,anticipation,sharpen
afirmación,positive,affirmation
afirmando,positive,asserting
afirmando,trust,asserting
afirmar,positive,affirm
afirmar,trust,affirm
afirmativamente,positive,affirmatively
afirmativamente,trust,affirmatively
afirmativo,positive,affirmative
aflicción,disgust,affliction
aflicción,fear,affliction
aflicción,negative,affliction
aflicción,sadness,affliction
aflicción,disgust,woe
aflicción,fear,woe
aflicción,negative,woe
aflicción,sadness,woe
afligida,negative,afflicted
afligida,fear,distressed
afligida,negative,distressed
afligida,sadness,stricken
afligido,negative,afflicted
afligido,fear,distressed
afligido,negative,distressed
afligido,sadness,stricken
afligir,fear,afflict
afligir,negative,afflict
afligir,sadness,afflict
afligir,negative,ail
afligir,sadness,ail
afligirse,fear,grieve
afligirse,negative,grieve
afligirse,sadness,grieve
afluencia,joy,affluence
afluencia,positive,affluence
afluente,positive,affluent
afluente,anticipation,tributary
afluente,positive,tributary
aforo,trust,gauging
afortunada,positive,fortunate
afortunado,positive,fortunate
afrenta,anger,affront
afrenta,disgust,affront
afrenta,fear,affront
afrenta,negative,affront
afrenta,sadness,affront
afrenta,surprise,affront
aga,fear,aga
aga,positive,aga
aga,trust,aga
agacharse,fear,crouch
agarrar,anger,grab
agarrar,negative,grab
agazapada,fear,crouching
agazapada,negative,crouching
agazapado,fear,crouching
agazapado,negative,crouching
agente de mudanzas,positive,mover
ágil,positive,agile
ágil,positive,lithe
agilidad,positive,agility
agitación,anger,agitation
agitación,negative,agitation
agitada,anger,agitated
agitada,negative,agitated
agitado,anger,agitated
agitado,negative,agitated
agonía,anger,agony
agonía,fear,agony
agonía,negative,agony
agonía,sadness,agony
agonizante,fear,agonizing
agonizante,negative,agonizing
agosto,positive,august
agotada,negative,exhausted
agotada,sadness,exhausted
agotado,negative,exhausted
agotado,sadness,exhausted
agotador,anger,punishing
agotador,fear,punishing
agotador,negative,punishing
agotador,sadness,punishing
agotamiento,anticipation,exhaustion
agotamiento,negative,exhaustion
agotamiento,sadness,exhaustion
agraciada,positive,graceful
agraciado,positive,graceful
agradable,positive,agreeable
agradable,trust,agreeable
agradable,positive,congenial
agradable,anticipation,pleasant
agradable,joy,pleasant
agradable,positive,pleasant
agradable,surprise,pleasant
agradable,trust,pleasant
agradable,joy,pleasurable
agradable,positive,pleasurable
agradecida,negative,beholden
agradecida,positive,grateful
agradecida,joy,thankful
agradecida,positive,thankful
agradecido,negative,beholden
agradecido,positive,grateful
agradecido,joy,thankful
agradecido,positive,thankful
agravación,anger,aggravation
agravación,disgust,aggravation
agravación,negative,aggravation
agravada,anger,aggravated
agravada,negative,aggravated
agravado,anger,aggravated
agravado,negative,aggravated
agravante,anger,aggravating
agravante,negative,aggravating
agravante,sadness,aggravating
agravio,negative,tort
agresión,anger,aggression
agresión,fear,aggression
agresión,negative,aggression
agresivo,anger,aggressive
agresivo,fear,aggressive
agresivo,negative,aggressive
agresor,anger,aggressor
agresor,fear,aggressor
agresor,negative,aggressor
agresor,anger,assailant
agresor,fear,assailant
agresor,negative,assailant
agresor,sadness,assailant
agresor,anger,attacking
agresor,disgust,attacking
agresor,fear,attacking
agresor,negative,attacking
agresor,sadness,attacking
agresor,surprise,attacking
agricultura,positive,agriculture
agricultura,positive,husbandry
agricultura,trust,husbandry
agrietada,anger,cracked
agrietada,fear,cracked
agrietada,negative,cracked
agrietado,anger,cracked
agrietado,fear,cracked
agrietado,negative,cracked
agrietamiento,negative,cracking
agrio,disgust,sour
agrio,negative,sour
agua sucia,disgust,slop
agua sucia,negative,slop
aguanieve,negative,sleet
aguante,positive,stamina
aguante,trust,stamina
aguas residuales,disgust,sewage
aguas residuales,negative,sewage
agudeza,positive,acuity
agudísimo,fear,excruciating
agudísimo,negative,excruciating
águila,trust,eagle
aguja,positive,needle
agujereada,negative,leaky
agujereado,negative,leaky
ahogar,fear,drown
ahogar,negative,drown
ahogar,sadness,drown
ahogar,anger,smother
ahogar,negative,smother
ahogo,anger,choke
ahogo,negative,choke
ahogo,sadness,choke
ahorro,disgust,thrift
ahorro,positive,thrift
ahorro,trust,thrift
ahorros,positive,savings
airada,anger,irate
airada,negative,irate
airado,anger,irate
airado,negative,irate
aires,disgust,airs
aires,negative,airs
aislada,fear,isolated
aislada,negative,isolated
aislada,sadness,isolated
aislada,negative,secluded
aislada,sadness,secluded
aislada,negative,segregated
aislado,fear,isolated
aislado,negative,isolated
aislado,sadness,isolated
aislado,negative,secluded
aislado,sadness,secluded
aislado,negative,segregated
aislamiento,trust,insulation
aislamiento,negative,isolation
aislamiento,sadness,isolation
aislar,sadness,isolate
al azar,surprise,randomly
alabada,joy,praised
alabada,positive,praised
alabado,joy,praised
alabado,positive,praised
alabanza,joy,praise
alabanza,positive,praise
alabanza,trust,praise
alabastro,positive,alabaster
alarde,negative,boast
alarde,positive,boast
alarma,fear,alarm
alarma,negative,alarm
alarma,surprise,alarm
alarmante,fear,alarming
alarmante,negative,alarming
alarmante,surprise,alarming
alarmante,surprise,startling
alba,trust,alb
albacea,trust,executor
alborada,anticipation,morn
alboroto,anger,rampage
alboroto,fear,rampage
alboroto,negative,rampage
alboroto,anger,riot
alboroto,fear,riot
alboroto,negative,riot
alcalde,positive,mayor
alcantarilla,disgust,sewer
alcantarillada,disgust,sewerage
alcantarillada,negative,sewerage
alcantarillado,disgust,sewerage
alcantarillado,negative,sewerage
alcanzable,anticipation,attainable
alcanzable,positive,attainable
alcoholismo,anger,alcoholism
alcoholismo,disgust,alcoholism
alcoholismo,fear,alcoholism
alcoholismo,negative,alcoholism
alcoholismo,sadness,alcoholism
aldeano,positive,villager
aldeano,trust,villager
alegación,anger,allegation
alegación,negative,allegation
alegar,negative,allege
alegrarse,anticipation,rejoice
alegrarse,joy,rejoice
alegrarse,positive,rejoice
alegrarse,surprise,rejoice
alegrarse,trust,rejoice
alegre,joy,cheerful
alegre,positive,cheerful
alegre,surprise,cheerful
alegre,anticipation,cheery
alegre,joy,cheery
alegre,positive,cheery
alegre,anticipation,glad
alegre,joy,glad
alegre,positive,glad
alegre,joy,joyful
alegre,positive,joyful
alegre,trust,joyful
alegre,joy,merry
alegre,positive,merry
alegre,joy,rollicking
alegre,positive,rollicking
joy,anticipation,cheerfulness
joy,joy,cheerfulness
joy,positive,cheerfulness
joy,trust,cheerfulness
joy,joy,gladness
joy,positive,gladness
joy,joy,glee
joy,positive,glee
joy,joy,joy
joy,positive,joy
joy,joy,merriment
joy,positive,merriment
joy,surprise,merriment
joy,joy,mirth
joy,positive,mirth
joy,anticipation,rejoicing
joy,joy,rejoicing
joy,positive,rejoicing
joy,surprise,rejoicing
alegro,positive,allegro
alejada,anger,banished
alejada,fear,banished
alejada,negative,banished
alejada,sadness,banished
alejado,anger,banished
alejado,fear,banished
alejado,negative,banished
alejado,sadness,banished
alerón,negative,spoiler
alerón,sadness,spoiler
alertas,anticipation,alerts
alertas,fear,alerts
alertas,surprise,alerts
algarabía,anger,gibberish
algarabía,negative,gibberish
alguacil,fear,bailiff
alguacil,negative,bailiff
alguacil,trust,bailiff
alguacil,trust,constable
alguacil,trust,sheriff
aliada,positive,allied
aliada,trust,allied
aliada,positive,ally
aliada,trust,ally
aliado,positive,allied
aliado,trust,allied
aliado,positive,ally
aliado,trust,ally
alianza,trust,alliance
alienación,anger,alienation
alienación,disgust,alienation
alienación,fear,alienation
alienación,negative,alienation
alienación,sadness,alienation
alienada,negative,alienated
alienada,sadness,alienated
alienado,negative,alienated
alienado,sadness,alienated
alimañas,anger,vermin
alimañas,disgust,vermin
alimañas,fear,vermin
alimañas,negative,vermin
alimentación,positive,alimentation
alimento,positive,nourishment
aliviar,positive,allay
aliviar,positive,alleviate
alivio,positive,alleviation
alivio,positive,relief
alma,positive,lifeblood
alma gemela,fear,soulmate
alma gemela,negative,soulmate
almacenar,anticipation,store
almacenar,positive,store
almirante,positive,admiral
almirante,trust,admiral
almohada,positive,pillow
almohadilla,positive,pad
aloha,anticipation,aloha
aloha,joy,aloha
aloha,positive,aloha
alojamiento,positive,accommodation
alojamiento,trust,lodging
alquiler,anticipation,hire
alquiler,joy,hire
alquiler,positive,hire
alquiler,trust,hire
alquitranada,negative,tarry
alquitranado,negative,tarry
alta burguesía,positive,gentry
alta burguesía,trust,gentry
altercada,anger,altercation
altercada,negative,altercation
altercado,anger,altercation
altercado,negative,altercation
altruista,positive,unselfish
alucinación,fear,hallucination
alucinación,negative,hallucination
amabilidad,joy,friendliness
amabilidad,positive,friendliness
amabilidad,trust,friendliness
amabilidad,positive,kindness
amable,positive,amiable
amable,negative,bland
amable,joy,lovable
amable,positive,lovable
amable,trust,lovable
amanecer,anticipation,dawn
amanecer,joy,dawn
amanecer,positive,dawn
amanecer,surprise,dawn
amanecer,trust,dawn
amanerada,positive,mannered
amanerado,positive,mannered
amante,anticipation,lover
amante,joy,lover
amante,positive,lover
amante,trust,lover
amante,anger,mistress
amante,disgust,mistress
amante,negative,mistress
amargamente,anger,bitterly
amargamente,disgust,bitterly
amargamente,negative,bitterly
amargamente,sadness,bitterly
amargura,anger,bitterness
amargura,disgust,bitterness
amargura,negative,bitterness
amargura,sadness,bitterness
amarillos,negative,yellows
amarras,trust,moorings
ambición,anticipation,ambition
ambición,joy,ambition
ambición,positive,ambition
ambición,trust,ambition
ambicioso,anticipation,aspiring
ambicioso,joy,aspiring
ambicioso,positive,aspiring
ambicioso,trust,aspiring
ambiguo,negative,ambiguous
ambulancia,fear,ambulance
ambulancia,trust,ambulance
amén,joy,amen
amén,positive,amen
amén,trust,amen
amenaza,anger,menace
amenaza,fear,menace
amenaza,negative,menace
amenaza,anger,threat
amenaza,fear,threat
amenaza,negative,threat
amenazador,anger,menacing
amenazador,fear,menacing
amenazador,negative,menacing
amenazante,anger,forbidding
amenazante,fear,forbidding
amenazante,negative,forbidding
amenazante,anger,threatening
amenazante,disgust,threatening
amenazante,fear,threatening
amenazante,negative,threatening
amenazar,anger,threaten
amenazar,anticipation,threaten
amenazar,fear,threaten
amenazar,negative,threaten
amenidad,positive,amenity
amigo,joy,friend
amigo,positive,friend
amigo,trust,friend
amistad,joy,friendship
amistad,positive,friendship
amistad,trust,friendship
amistoso,joy,amicable
amistoso,positive,amicable
amnesia,negative,amnesia
amnistía,joy,amnesty
amnistía,positive,amnesty
amonestación,fear,admonition
amonestación,negative,admonition
amoníaco,disgust,ammonia
amor,joy,love
amor,positive,love
amoroso,joy,loving
amoroso,positive,loving
amoroso,trust,loving
amortiguar,positive,cushion
amortización,trust,amortization
ampliar,positive,extend
ampolla,disgust,blister
ampolla,negative,blister
anaconda,disgust,anaconda
anaconda,fear,anaconda
anaconda,negative,anaconda
anal,negative,anal
analfabeto,disgust,illiterate
analfabeto,negative,illiterate
analista,anticipation,analyst
analista,positive,analyst
analista,trust,analyst
anarquía,anger,anarchy
anarquía,fear,anarchy
anarquía,negative,anarchy
anarquismo,anger,anarchism
anarquismo,fear,anarchism
anarquismo,negative,anarchism
anarquista,anger,anarchist
anarquista,fear,anarchist
anarquista,negative,anarchist
anatema,anger,anathema
anatema,disgust,anathema
anatema,fear,anathema
anatema,negative,anathema
anatema,sadness,anathema
ancestral,trust,ancestral
ancianos,positive,elders
ancianos,trust,elders
ancla,positive,anchor
anclaje,positive,anchorage
anclaje,sadness,anchorage
andamio,fear,scaffold
andamio,negative,scaffold
andante,negative,errant
anexo,disgust,outhouse
anexo,negative,outhouse
anfetaminas,disgust,amphetamines
anfetaminas,negative,amphetamines
ángel,anticipation,angel
ángel,joy,angel
ángel,positive,angel
ángel,surprise,angel
ángel,trust,angel
angelical,joy,angelic
angelical,positive,angelic
angelical,trust,angelic
angina,fear,angina
angina,negative,angina
anguila,fear,eel
angustia,anger,anguish
angustia,fear,anguish
angustia,negative,anguish
angustia,sadness,anguish
angustia,anger,distress
angustia,disgust,distress
angustia,fear,distress
angustia,negative,distress
angustia,sadness,distress
angustia,surprise,distress
angustia,negative,heartache
angustia,sadness,heartache
angustia,negative,pang
angustia,surprise,pang
angustioso,anger,distressing
angustioso,fear,distressing
angustioso,negative,distressing
anhelo,anticipation,hankering
anhelo,anticipation,yearning
anhelo,joy,yearning
anhelo,negative,yearning
anhelo,positive,yearning
anhelo,trust,yearning
animada,joy,animated
animada,positive,animated
animado,joy,animated
animado,positive,animated
animar,positive,animate
animar,anticipation,cheer
animar,joy,cheer
animar,positive,cheer
animar,surprise,cheer
animar,trust,cheer
animar,joy,encourage
animar,positive,encourage
animar,trust,encourage
animar,joy,enliven
animar,positive,enliven
animar,surprise,enliven
animar,trust,enliven
ánimo,anger,animus
ánimo,negative,animus
ánimo,positive,encouragement
ánimo,anticipation,zest
ánimo,joy,zest
ánimo,positive,zest
ánimo,trust,zest
animosidad,anger,animosity
animosidad,disgust,animosity
animosidad,fear,animosity
animosidad,negative,animosity
animosidad,sadness,animosity
aniquilación,anger,annihilation
aniquilación,fear,annihilation
aniquilación,negative,annihilation
aniquilación,sadness,annihilation
aniquilada,anger,annihilated
aniquilada,fear,annihilated
aniquilada,negative,annihilated
aniquilada,sadness,annihilated
aniquilado,anger,annihilated
aniquilado,fear,annihilated
aniquilado,negative,annihilated
aniquilado,sadness,annihilated
aniquilar,anger,annihilate
aniquilar,fear,annihilate
aniquilar,negative,annihilate
aniversario,joy,jubilee
aniversario,positive,jubilee
aniversario,surprise,jubilee
anomalía,fear,anomaly
anomalía,negative,anomaly
anomalía,surprise,anomaly
anónimo,negative,anonymous
anónimo,negative,unsung
anormal,disgust,abnormal
anormal,negative,abnormal
ansia,anticipation,craving
ansiedad,anger,anxiety
ansiedad,anticipation,anxiety
ansiedad,fear,anxiety
ansiedad,negative,anxiety
ansiedad,sadness,anxiety
ansioso,anticipation,anxious
ansioso,fear,anxious
ansioso,negative,anxious
entusiasmado,anticipation,eager
entusiasmado,joy,eager
entusiasmado,positive,eager
entusiasmado,surprise,eager
ansioso,trust,eager
ansiosa,anticipation,anxious
ansiosa,fear,anxious
ansiosa,negative,anxious
entusiasmada,anticipation,eager
entusiasmada,joy,eager
entusiasmada,positive,eager
entusiasmada,surprise,eager
entusiasmada,trust,eager
antagonismo,anger,antagonism
antagonismo,negative,antagonism
antagonista,anger,antagonist
antagonista,negative,antagonist
antagonista,anger,antagonistic
antagonista,disgust,antagonistic
antagonista,negative,antagonistic
antebrazo,anger,forearm
antebrazo,anticipation,forearm
antecristo,anger,antichrist
antecristo,disgust,antichrist
antecristo,fear,antichrist
antecristo,negative,antichrist
antepasados,joy,forefathers
antepasados,positive,forefathers
antepasados,trust,forefathers
anteriormente mencionada,positive,abovementioned
anteriormente mencionado,positive,abovementioned
antibióticos,positive,antibiotics
anticipation,anticipation,anticipation
anticipada,anticipation,anticipatory
anticipado,anticipation,anticipatory
anticuada,negative,antiquated
anticuado,negative,antiquated
antídoto,anticipation,antidote
antídoto,positive,antidote
antídoto,trust,antidote
antieconómico,anger,wasteful
antieconómico,disgust,wasteful
antieconómico,negative,wasteful
antieconómico,sadness,wasteful
antigüedad,positive,seniority
antigüedad,trust,seniority
antiguo,negative,ancient
antiguo,positive,antique
antimicótico,positive,antifungal
antimicótico,trust,antifungal
antinatural,disgust,unnatural
antinatural,fear,unnatural
antinatural,negative,unnatural
antipatía,anger,antipathy
antipatía,disgust,antipathy
antipatía,negative,antipathy
antiséptico,positive,antiseptic
antiséptico,trust,antiseptic
antisocial,anger,antisocial
antisocial,disgust,antisocial
antisocial,fear,antisocial
antisocial,negative,antisocial
antisocial,sadness,antisocial
antítesis,anger,antithesis
antítesis,negative,antithesis
ántrax,disgust,anthrax
ántrax,fear,anthrax
ántrax,negative,anthrax
ántrax,sadness,anthrax
anudada,negative,knotted
anudado,negative,knotted
anulación,negative,annulment
anulación,sadness,annulment
anular,negative,annul
anular,negative,nullify
anular,surprise,nullify
anular,negative,overturn
anular,fear,quash
anular,negative,quash
anular una hipoteca,fear,foreclose
anular una hipoteca,negative,foreclose
anular una hipoteca,sadness,foreclose
anuncio,anticipation,announcement
apache,fear,apache
apache,negative,apache
apagador,negative,damper
aparentemente,negative,ostensibly
aparición,fear,apparition
aparición,surprise,apparition
apasionada,anticipation,passionate
apasionada,joy,passionate
apasionada,positive,passionate
apasionada,trust,passionate
apasionado,anticipation,passionate
apasionado,joy,passionate
apasionado,positive,passionate
apasionado,trust,passionate
apatía,negative,apathy
apatía,sadness,apathy
apático,negative,apathetic
apático,sadness,apathetic
apático,negative,listless
apático,sadness,listless
apelación,anticipation,appeal
apendicitis,fear,appendicitis
apendicitis,negative,appendicitis
apendicitis,sadness,appendicitis
aplastada,anger,crushed
aplastada,disgust,crushed
aplastada,fear,crushed
aplastada,negative,crushed
aplastada,sadness,crushed
aplastante,anger,crushing
aplastante,disgust,crushing
aplastante,fear,crushing
aplastante,negative,crushing
aplastar,anger,smash
aplastar,fear,smash
aplastar,negative,smash
aplastar,anger,squelch
aplastar,disgust,squelch
aplastar,negative,squelch
aplaudir,anticipation,clap
aplaudir,joy,clap
aplaudir,positive,clap
aplaudir,trust,clap
